system_qubits,bath_qubits,J,h,num_sweeps,p,training_method,single_qubit_gate_noise,two_qubit_gate_noise,initial_state,ground_state_energy,bond_dim,energy,energy_diff,energy_std,truncation_error,combined_std,energy_density_atol,energy_atol,total_time_minutes
28,14,0.4,0.6,5,3,energy,0.0001,0.001,zeros,-18.651970391677615,32,-17.650142450142447,1.0018279415351685,0.09610193531619203,inf,inf,0.01,0.28,191.42803823550543
28,14,0.4,0.6,5,3,energy,0.0001,0.001,zeros,-18.651970391677615,64,-17.70883190883191,0.9431384828457041,0.0954470747416775,0.09610193531619203,0.1354463954790268,0.01,0.28,191.42803823550543
28,14,0.4,0.6,6,3,energy,0.0009000000000000001,0.009000000000000001,zeros,-18.65197039167744,32,-15.282051282051286,3.3699191096261547,0.10943528335380141,inf,inf,0.01,0.28,334.84760990540184
28,14,0.4,0.6,6,3,energy,0.0009000000000000001,0.009000000000000001,zeros,-18.65197039167744,64,-15.181196581196584,3.470773810480857,0.11006699252450541,0.11006699252450541,0.15565823359777362,0.01,0.28,334.84760990540184
28,14,0.4,0.6,6,3,energy,0.0004,0.004,zeros,-18.651970391676404,32,-16.843304843304843,1.808665548371561,0.10053153272813904,inf,inf,0.01,0.28,335.6446549614271
28,14,0.4,0.6,6,3,energy,0.0004,0.004,zeros,-18.651970391676404,64,-16.636467236467237,2.015503155209167,0.10193321485395361,0.14928103107621193,0.1807628460985255,0.01,0.28,335.6446549614271
28,14,0.4,0.6,7,3,energy,0.0008,0.008,zeros,-18.65197039167773,32,-15.662678062678067,2.989292328999662,0.10794049080500334,inf,inf,0.01,0.28,470.74565859238305
28,14,0.4,0.6,7,3,energy,0.0008,0.008,zeros,-18.65197039167773,64,-15.530484330484333,3.121486061193396,0.10784468010691599,0.10794049080500334,0.15258317267178598,0.01,0.28,470.74565859238305
28,14,0.4,0.6,7,3,energy,0.00030000000000000003,0.0030000000000000005,zeros,-18.651970391677697,32,-17.116809116809122,1.5351612748685746,0.09891931477804862,inf,inf,0.01,0.28,485.9463806152344
28,14,0.4,0.6,7,3,energy,0.00030000000000000003,0.0030000000000000005,zeros,-18.651970391677697,64,-17.225071225071225,1.4268991666064714,0.09814894480640322,0.09891931477804862,0.1393493674286649,0.01,0.28,485.9463806152344
28,14,0.4,0.6,6,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-18.651970391677843,32,-16.24102564102564,2.4109447506522024,0.10406177081384352,inf,inf,0.01,0.28,325.7468257029851
28,14,0.4,0.6,6,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-18.651970391677843,64,-16.23931623931624,2.412654152361604,0.1048103383243027,0.1048103383243027,0.14822420193514146,0.01,0.28,325.7468257029851
28,14,0.4,0.6,8,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-18.651970391676077,32,-16.192592592592593,2.4593777990834838,0.10489586129593385,inf,inf,0.01,0.28,624.8772867321968
28,14,0.4,0.6,8,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-18.651970391676077,64,-16.172079772079773,2.479890619596304,0.10480266876895909,0.10489586129593385,0.1482792672564575,0.01,0.28,624.8772867321968
4,2,0.4,0.6,0,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505635,32,-1.179154285714286,1.4224023371362775,0.01813858210006549,inf,inf,0.01,0.04,0.011590484778086345
4,2,0.4,0.6,0,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505635,64,-1.2466285714285716,1.354928051421992,0.01813843704992552,0.06240807778996336,0.06499054602057308,0.01,0.04,0.011590484778086345
4,2,0.4,0.6,1,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.601556622850565,32,-1.5982628571428572,1.0032937657077077,0.017978189080601042,inf,inf,0.01,0.04,0.15523505608240765
4,2,0.4,0.6,1,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.601556622850565,64,-1.5872914285714286,1.0142651942791363,0.01798793566596879,0.01798793566596879,0.025438782577907774,0.01,0.04,0.15523505608240765
4,2,0.4,0.6,2,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.601556622850563,32,-1.8163200000000002,0.785236622850563,0.017211380312478076,inf,inf,0.01,0.04,0.31938647429148354
4,2,0.4,0.6,2,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.601556622850563,64,-1.8128457142857144,0.7887109085648487,0.017171291691206278,0.017211380312478076,0.024312237054727147,0.01,0.04,0.31938647429148354
4,2,0.4,0.6,3,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505675,32,-2.0372114285714282,0.5643451942791393,0.016044576601565354,inf,inf,0.01,0.04,0.47945161660512287
4,2,0.4,0.6,3,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505675,64,-1.992137142857143,0.6094194799934245,0.016294755072063596,0.03884255078481551,0.04212199893558607,0.01,0.04,0.47945161660512287
4,2,0.4,0.6,4,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505653,32,-2.116297142857143,0.48525947999342245,0.015369078226866985,inf,inf,0.01,0.04,0.6433447321256002
4,2,0.4,0.6,4,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505653,64,-2.1325714285714286,0.46898519427913676,0.015255281863541338,0.015369078226866985,0.021654842190134985,0.01,0.04,0.6433447321256002
28,14,0.4,0.6,6,3,energy,0.0001,0.001,zeros,-18.651970391677647,32,-17.858689458689454,0.7932809329881927,0.0942679576062916,inf,inf,0.01,0.28,335.35636336803435
28,14,0.4,0.6,6,3,energy,0.0001,0.001,zeros,-18.651970391677647,64,-17.630199430199433,1.0217709614782144,0.09529212290155671,0.18504231029962842,0.2081375633760263,0.01,0.28,335.35636336803435
4,2,0.4,0.6,5,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505644,32,-2.2033371428571424,0.398219479993422,0.014948382403098709,inf,inf,0.01,0.04,0.8007786313692729
4,2,0.4,0.6,5,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505644,64,-2.169508571428571,0.4320480514219933,0.015128534921788254,0.026306758438639184,0.030346632571484445,0.01,0.04,0.8007786313692729
4,2,0.4,0.6,6,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505658,32,-2.2251885714285713,0.3763680514219945,0.014734780092524071,inf,inf,0.01,0.04,0.96025683482488
4,2,0.4,0.6,6,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505658,64,-2.2330514285714287,0.3685051942791371,0.014753837543581352,0.014753837543581352,0.020865077151182097,0.01,0.04,0.96025683482488
4,2,0.4,0.6,7,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505644,32,-2.23104,0.3705166228505643,0.01477113771732755,inf,inf,0.01,0.04,1.1158262411753337
4,2,0.4,0.6,7,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.6015566228505644,64,-2.2253714285714286,0.3761851942791359,0.014756024562610402,0.01477113771732755,0.02087885941225282,0.01,0.04,1.1158262411753337
28,14,0.4,0.6,8,3,energy,0.0001,0.001,zeros,-18.651970391677516,32,-17.9031339031339,0.748836488543617,0.09414593522762207,inf,inf,0.01,0.28,638.8075443148613
28,14,0.4,0.6,8,3,energy,0.0001,0.001,zeros,-18.651970391677516,64,-17.87578347578348,0.7761869158940371,0.09420641877710144,0.09420641877710144,0.13322799509717625,0.01,0.28,638.8075443148613
4,2,0.4,0.6,0,3,energy,0.0002,0.002,zeros,-2.6015566228505667,32,-1.2293485714285715,1.3722080514219952,0.018140570023335682,inf,inf,0.01,0.04,0.011991584300994873
4,2,0.4,0.6,0,3,energy,0.0002,0.002,zeros,-2.6015566228505667,64,-1.1843657142857145,1.4171909085648522,0.018140954879827944,0.0369497349383075,0.04116281278002191,0.01,0.04,0.011991584300994873
4,2,0.4,0.6,1,3,energy,0.0002,0.002,zeros,-2.6015566228505693,32,-1.6329142857142855,0.9686423371362838,0.01786544653805771,inf,inf,0.01,0.04,0.15736338297526042
4,2,0.4,0.6,1,3,energy,0.0002,0.002,zeros,-2.6015566228505693,64,-1.6849371428571427,0.9166194799934266,0.01765490574867277,0.0455577412555474,0.048859016417667725,0.01,0.04,0.15736338297526042
4,2,0.4,0.6,2,3,energy,0.0002,0.002,zeros,-2.6015566228505667,32,-1.9125942857142855,0.6889623371362812,0.016771201332396506,inf,inf,0.01,0.04,0.3239615559577942
4,2,0.4,0.6,2,3,energy,0.0002,0.002,zeros,-2.6015566228505667,64,-1.9340799999999998,0.6674766228505669,0.016684946611582856,0.016771201332396506,0.023657147705569846,0.01,0.04,0.3239615559577942
4,2,0.4,0.6,3,3,energy,0.0002,0.002,zeros,-2.6015566228505635,32,-2.151497142857143,0.45005947999342055,0.015422199861564144,inf,inf,0.01,0.04,0.4918518622716268
4,2,0.4,0.6,3,3,energy,0.0002,0.002,zeros,-2.6015566228505635,64,-2.1788342857142857,0.4227223371362778,0.015290240562984475,0.016603724719106393,0.02257155579533233,0.01,0.04,0.4918518622716268
4,2,0.4,0.6,4,3,energy,0.0002,0.002,zeros,-2.601556622850563,32,-2.298788571428571,0.3027680514219919,0.014157615231774104,inf,inf,0.01,0.04,0.6566377758979798
4,2,0.4,0.6,4,3,energy,0.0002,0.002,zeros,-2.601556622850563,64,-2.2945828571428573,0.30697376570770585,0.014225027886264917,0.014225027886264917,0.020117227361891327,0.01,0.04,0.6566377758979798
4,2,0.4,0.6,5,3,energy,0.0002,0.002,zeros,-2.6015566228505667,32,-2.3890285714285717,0.21252805142199493,0.013640505538539939,inf,inf,0.01,0.04,0.8274825970331828
4,2,0.4,0.6,5,3,energy,0.0002,0.002,zeros,-2.6015566228505667,64,-2.3658057142857145,0.23575090856485215,0.013849534538519491,0.013849534538519491,0.019586199576928868,0.01,0.04,0.8274825970331828
4,2,0.4,0.6,6,3,energy,0.0002,0.002,zeros,-2.6015566228505604,32,-2.41536,0.18619662285056027,0.013360643558738982,inf,inf,0.01,0.04,0.9927590052286784
4,2,0.4,0.6,6,3,energy,0.0002,0.002,zeros,-2.6015566228505604,64,-2.4172799999999994,0.184276622850561,0.013463975939930239,0.013463975939930239,0.019040937377714385,0.01,0.04,0.9927590052286784
4,2,0.4,0.6,7,3,energy,0.0002,0.002,zeros,-2.6015566228505684,32,-2.4514742857142857,0.15008233713628272,0.013205594818488391,inf,inf,0.01,0.04,1.1599054257074992
4,2,0.4,0.6,7,3,energy,0.0002,0.002,zeros,-2.6015566228505684,64,-2.441325714285714,0.16023090856485434,0.013229051676000716,0.013229051676000716,0.018708704297534736,0.01,0.04,1.1599054257074992
28,14,0.4,0.6,7,3,energy,0.0005,0.005,zeros,-18.65197039167709,32,-16.51908831908832,2.132882072588771,0.10271013513251334,inf,inf,0.01,0.28,487.3715667565664
28,14,0.4,0.6,7,3,energy,0.0005,0.005,zeros,-18.65197039167709,64,-16.544729344729344,2.1072410469477454,0.10237683897205957,0.10271013513251334,0.14501858162611495,0.01,0.28,487.3715667565664
28,14,0.4,0.6,7,3,energy,0.001,0.01,zeros,-18.65197039167743,32,-14.842165242165247,3.809805149512183,0.11168349992172157,inf,inf,0.01,0.28,486.57357992331185
28,14,0.4,0.6,7,3,energy,0.001,0.01,zeros,-18.65197039167743,64,-14.961253561253566,3.690716830423865,0.11056798194649362,0.11168349992172157,0.15715750948168314,0.01,0.28,486.57357992331185
28,14,0.4,0.6,7,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-18.651970391676894,32,-15.861538461538464,2.79043193013843,0.10606807870204825,inf,inf,0.01,0.28,484.88965063095094
28,14,0.4,0.6,7,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-18.651970391676894,64,-16.003988603988606,2.6479817876882876,0.1055633897460836,0.10606807870204825,0.14964647197387398,0.01,0.28,484.88965063095094
28,14,0.4,0.6,7,3,energy,0.0002,0.002,zeros,-18.651970391676976,32,-17.647293447293443,1.004676944383533,0.0960546667198421,inf,inf,0.01,0.28,484.7691989382108
28,14,0.4,0.6,7,3,energy,0.0002,0.002,zeros,-18.651970391676976,64,-17.58575498575499,1.0662154059219873,0.09635093003172679,0.09635093003172679,0.13626079199812915,0.01,0.28,484.7691989382108
28,14,0.4,0.6,7,3,energy,0.0,0.0,zeros,-18.651970391677608,32,-18.13504273504274,0.5169276566348664,0.0923376119593433,inf,inf,0.01,0.28,551.0093264420827
28,14,0.4,0.6,7,3,energy,0.0,0.0,zeros,-18.651970391677608,64,-18.26894586894587,0.3830245227317377,0.0916301117055243,0.0923376119593433,0.1300857869004955,0.01,0.28,551.0093264420827
28,14,0.4,0.6,7,3,energy,0.0009000000000000001,0.009000000000000001,zeros,-18.651970391675917,32,-15.442735042735046,3.2092353489408705,0.10866988960053216,inf,inf,0.01,0.28,485.70936868985495
28,14,0.4,0.6,7,3,energy,0.0009000000000000001,0.009000000000000001,zeros,-18.651970391675917,64,-15.351566951566955,3.300403440108962,0.10830627182803211,0.10866988960053216,0.15342553054521085,0.01,0.28,485.70936868985495
28,14,0.4,0.6,7,3,energy,0.0004,0.004,zeros,-18.651970391677807,32,-16.95042735042735,1.7015430412504564,0.10091329459170915,inf,inf,0.01,0.28,486.56697540283204
28,14,0.4,0.6,7,3,energy,0.0004,0.004,zeros,-18.651970391677807,64,-16.703703703703702,1.9482666879741046,0.10123299858697733,0.201099340686019,0.22514232127092965,0.01,0.28,486.56697540283204
4,2,0.6,0.4,0,3,energy,0.0,0.0,zeros,-2.273207979462688,32,-1.80256,0.4706479794626881,0.012094359189621423,inf,inf,0.01,0.04,0.009158217906951904
4,2,0.6,0.4,0,3,energy,0.0,0.0,zeros,-2.273207979462688,64,-1.7912228571428568,0.48198512231983126,0.012094086828508807,0.012094359189621423,0.0171038142068689,0.01,0.04,0.009158217906951904
4,2,0.6,0.4,1,3,energy,0.0,0.0,zeros,-2.273207979462689,32,-1.781348571428571,0.4918594080341179,0.01663544373593759,inf,inf,0.01,0.04,0.01804800828297933
4,2,0.6,0.4,1,3,energy,0.0,0.0,zeros,-2.273207979462689,64,-1.7575771428571427,0.5156308366055462,0.016719317475042263,0.016719317475042263,0.02364468552682626,0.01,0.04,0.01804800828297933
4,2,0.6,0.4,2,3,energy,0.0,0.0,zeros,-2.2732079794626894,32,-1.8610742857142857,0.4121336937484037,0.01643511362247176,inf,inf,0.01,0.04,0.29607951243718467
4,2,0.6,0.4,2,3,energy,0.0,0.0,zeros,-2.2732079794626894,64,-1.914194285714286,0.3590136937484034,0.01627408859133082,0.047820241328730126,0.05051357679096258,0.01,0.04,0.29607951243718467
4,2,0.6,0.4,3,3,energy,0.0,0.0,zeros,-2.273207979462691,32,-2.0016,0.27160797946269133,0.01609070045105912,inf,inf,0.01,0.04,0.4592841903368632
4,2,0.6,0.4,3,3,energy,0.0,0.0,zeros,-2.273207979462691,64,-1.9610057142857142,0.3122022651769769,0.016252896921064987,0.033538466472404084,0.03726909432287477,0.01,0.04,0.4592841903368632
4,2,0.6,0.4,8,3,energy,0.0,0.0,zeros,-2.273207979462691,32,-2.1162514285714282,0.15695655089126292,0.015399375520502698,inf,inf,0.01,0.04,1.2799980799357096
4,2,0.6,0.4,8,3,energy,0.0,0.0,zeros,-2.273207979462691,64,-2.152274285714286,0.12093369374840535,0.015265858269512383,0.028765587802240856,0.032565402965620854,0.01,0.04,1.2799980799357096
8,4,0.6,0.4,0,3,energy,0.0,0.0,zeros,-4.904820101944918,32,-4.2266211604095565,0.6781989415353618,0.023362088009618403,inf,inf,0.01,0.08,0.003155159950256348
8,4,0.6,0.4,0,3,energy,0.0,0.0,zeros,-4.904820101944918,64,-4.154607508532424,0.7502125934124946,0.023361823179539897,0.0639875309590832,0.06811885862602014,0.01,0.08,0.003155159950256348
8,4,0.6,0.4,1,3,energy,0.0,0.0,zeros,-4.904820101944913,32,-4.133959044368601,0.7708610575763117,0.03249897978541705,inf,inf,0.01,0.08,0.056818246841430664
8,4,0.6,0.4,1,3,energy,0.0,0.0,zeros,-4.904820101944913,64,-4.108873720136518,0.7959463818083945,0.03249305912337985,0.03249897978541705,0.045956311626243515,0.01,0.08,0.056818246841430664
4,2,0.6,0.4,4,3,energy,0.0,0.0,zeros,-2.2732079794626916,32,-2.0460342857142857,0.2271736937484059,0.015618052587943439,inf,inf,0.01,0.04,0.603728731473287
4,2,0.6,0.4,4,3,energy,0.0,0.0,zeros,-2.2732079794626916,64,-2.0385371428571433,0.23467083660554833,0.015627447469788253,0.015627447469788253,0.022100548157047654,0.01,0.04,0.603728731473287
4,2,0.6,0.4,5,3,energy,0.0,0.0,zeros,-2.2732079794626934,32,-2.095497142857143,0.17771083660555043,0.015351478234691409,inf,inf,0.01,0.04,0.7565473556518555
4,2,0.6,0.4,5,3,energy,0.0,0.0,zeros,-2.2732079794626934,64,-2.114331428571429,0.1588765508912644,0.015276288146042968,0.015351478234691409,0.02165716656239077,0.01,0.04,0.7565473556518555
4,2,0.6,0.4,4,3,energy,0.0001,0.001,zeros,-2.273207979462691,32,-2.050057142857143,0.22315083660554835,0.015620838327081433,inf,inf,0.01,0.04,0.6356590231259663
4,2,0.6,0.4,4,3,energy,0.0001,0.001,zeros,-2.273207979462691,64,-2.0518857142857145,0.22132226517697662,0.015630148165241595,0.015630148165241595,0.02210436751718561,0.01,0.04,0.6356590231259663
4,2,0.55,0.45,0,3,energy,0.0001,0.001,zeros,-2.3088638709876514,32,-1.6666628571428574,0.642201013844794,0.013605825643305699,inf,inf,0.01,0.04,0.012854047616322835
4,2,0.55,0.45,0,3,energy,0.0001,0.001,zeros,-2.3088638709876514,64,-1.6436228571428573,0.6652410138447942,0.013605878251915511,0.013605878251915511,0.019241617551856053,0.01,0.04,0.012854047616322835
4,2,0.55,0.45,0,3,energy,0.0005,0.005,zeros,-2.3088638709876492,32,-1.6508228571428571,0.6580410138447921,0.01360635954015964,inf,inf,0.01,0.04,0.012204217910766601
4,2,0.55,0.45,0,3,energy,0.0005,0.005,zeros,-2.3088638709876492,64,-1.6537028571428571,0.6551610138447921,0.013605960719056669,0.01360635954015964,0.01924201618917847,0.01,0.04,0.012204217910766601
4,2,0.6,0.4,0,3,energy,0.001,0.01,zeros,-2.2732079794626925,32,-1.7957942857142855,0.47741369374840703,0.012093876392172798,inf,inf,0.01,0.04,0.013082138697306315
4,2,0.6,0.4,0,3,energy,0.001,0.01,zeros,-2.2732079794626925,64,-1.832365714285714,0.44084226517697855,0.012090983627321293,0.03232670191172909,0.034513874624068804,0.01,0.04,0.013082138697306315
4,2,0.6,0.4,0,3,energy,0.0008,0.008,zeros,-2.273207979462691,32,-1.7959771428571427,0.47723083660554844,0.01209178194028608,inf,inf,0.01,0.04,0.013171605269114177
4,2,0.6,0.4,0,3,energy,0.0008,0.008,zeros,-2.273207979462691,64,-1.8001828571428566,0.4730251223198345,0.012094011627956328,0.012094011627956328,0.017103515267753753,0.01,0.04,0.013171605269114177
4,2,0.55,0.45,0,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.3088638709876497,32,-1.6489714285714288,0.6598924424162209,0.013604179744196995,inf,inf,0.01,0.04,0.01323482592900594
4,2,0.55,0.45,0,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.3088638709876497,64,-1.6606971428571429,0.6481667281305068,0.013603652872216163,0.013604179744196995,0.01923884294806148,0.01,0.04,0.01323482592900594
4,2,0.6,0.4,0,3,energy,0.0004,0.004,zeros,-2.2732079794626916,32,-1.8224914285714284,0.45071655089126317,0.012092564400183888,inf,inf,0.01,0.04,0.014386196931203207
4,2,0.6,0.4,0,3,energy,0.0004,0.004,zeros,-2.2732079794626916,64,-1.8085942857142854,0.4646136937484062,0.012093617291354048,0.012093617291354048,0.01710295759158267,0.01,0.04,0.014386196931203207
4,2,0.6,0.4,0,3,energy,0.0002,0.002,zeros,-2.2732079794626907,32,-1.8021942857142856,0.47101369374840507,0.012094371196118645,inf,inf,0.01,0.04,0.014610640207926432
4,2,0.6,0.4,0,3,energy,0.0002,0.002,zeros,-2.2732079794626907,64,-1.8151771428571426,0.4580308366055481,0.01209241461169871,0.012094371196118645,0.017102640315773725,0.01,0.04,0.014610640207926432
4,2,0.55,0.45,0,3,energy,0.00030000000000000003,0.0030000000000000005,zeros,-2.3088638709876514,32,-1.6298400000000002,0.6790238709876513,0.013604975346209271,inf,inf,0.01,0.04,0.012945973873138427
4,2,0.55,0.45,0,3,energy,0.00030000000000000003,0.0030000000000000005,zeros,-2.3088638709876514,64,-1.6586400000000003,0.6502238709876511,0.013605519940601711,0.021429756717586325,0.025383944646745645,0.01,0.04,0.012945973873138427
4,2,0.6,0.4,0,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-2.273207979462693,32,-1.8133485714285713,0.4598594080341216,0.012094087460444242,inf,inf,0.01,0.04,0.013174927234649659
4,2,0.6,0.4,0,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-2.273207979462693,64,-1.8153599999999996,0.4578479794626933,0.012092130198076362,0.012094087460444242,0.01710223857359337,0.01,0.04,0.013174927234649659
4,2,0.55,0.45,1,3,energy,0.0005,0.005,zeros,-2.3088638709876523,32,-1.5823657142857144,0.726498156701938,0.017528051689781443,inf,inf,0.01,0.04,0.16166259050369264
4,2,0.55,0.45,1,3,energy,0.0005,0.005,zeros,-2.3088638709876523,64,-1.5953028571428574,0.713561013844795,0.017482314331851705,0.017528051689781443,0.02475608835089497,0.01,0.04,0.16166259050369264
4,2,0.55,0.45,1,3,energy,0.0001,0.001,zeros,-2.308863870987648,32,-1.680262857142857,0.6286010138447908,0.017192860067673118,inf,inf,0.01,0.04,0.16369668245315552
4,2,0.55,0.45,1,3,energy,0.0001,0.001,zeros,-2.308863870987648,64,-1.6774514285714286,0.6314124424162193,0.017200163129147093,0.017200163129147093,0.024324703972269473,0.01,0.04,0.16369668245315552
4,2,0.6,0.4,1,3,energy,0.001,0.01,zeros,-2.273207979462692,32,-1.6087314285714285,0.6644765508912636,0.017250382610577424,inf,inf,0.01,0.04,0.16061802705128989
4,2,0.6,0.4,1,3,energy,0.001,0.01,zeros,-2.273207979462692,64,-1.6147657142857144,0.6584422651769777,0.017260621535802694,0.017260621535802694,0.02441020507092129,0.01,0.04,0.16061802705128989
4,2,0.6,0.4,1,3,energy,0.0008,0.008,zeros,-2.273207979462689,32,-1.6631314285714287,0.6100765508912602,0.017070475093830757,inf,inf,0.01,0.04,0.16009145180384318
4,2,0.6,0.4,1,3,energy,0.0008,0.008,zeros,-2.273207979462689,64,-1.6121142857142856,0.6610936937484033,0.017241881155490496,0.04487833864568732,0.04807647808832351,0.01,0.04,0.16009145180384318
4,2,0.55,0.45,1,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.3088638709876514,32,-1.5644457142857144,0.744418156701937,0.01757211562534007,inf,inf,0.01,0.04,0.15849924484888714
4,2,0.55,0.45,1,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.3088638709876514,64,-1.5211542857142855,0.787709585273366,0.01768995041781415,0.03538974702396294,0.03956473859644238,0.01,0.04,0.15849924484888714
4,2,0.6,0.4,1,3,energy,0.0004,0.004,zeros,-2.2732079794626894,32,-1.7306971428571432,0.5425108366055462,0.016800403997474803,inf,inf,0.01,0.04,0.15348674058914186
4,2,0.6,0.4,1,3,energy,0.0004,0.004,zeros,-2.2732079794626894,64,-1.7241142857142857,0.5490936937484037,0.016837941205562586,0.016837941205562586,0.023812444815347392,0.01,0.04,0.15348674058914186
4,2,0.6,0.4,1,3,energy,0.0002,0.002,zeros,-2.273207979462694,32,-1.7394742857142855,0.5337336937484083,0.01677676829832681,inf,inf,0.01,0.04,0.1541253407796224
4,2,0.6,0.4,1,3,energy,0.0002,0.002,zeros,-2.273207979462694,64,-1.7861028571428572,0.4871051223198366,0.01664323576881741,0.0401965971454951,0.04350590441461559,0.01,0.04,0.1541253407796224
4,2,0.55,0.45,1,3,energy,0.00030000000000000003,0.0030000000000000005,zeros,-2.3088638709876497,32,-1.6415428571428572,0.6673210138447925,0.017332476302532263,inf,inf,0.01,0.04,0.15649356047312418
4,2,0.55,0.45,1,3,energy,0.00030000000000000003,0.0030000000000000005,zeros,-2.3088638709876497,64,-1.6410171428571427,0.6678467281305069,0.01732283645562522,0.017332476302532263,0.024505007603471185,0.01,0.04,0.15649356047312418
4,2,0.6,0.4,1,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-2.273207979462691,32,-1.65856,0.6146479794626911,0.017075333437132963,inf,inf,0.01,0.04,0.15511735677719116
4,2,0.6,0.4,1,3,energy,0.0006000000000000001,0.006000000000000001,zeros,-2.273207979462691,64,-1.714422857142857,0.5587851223198341,0.01691231379216875,0.05042881555588229,0.05318920751594235,0.01,0.04,0.15511735677719116
28,14,0.55,0.45,1,3,energy,0.0,0.0,zeros,-17.766863361119118,32,-14.344301994301995,3.4225613668171224,0.11849988983696504,inf,inf,0.01,0.28,0.2500463565190633
28,14,0.55,0.45,1,3,energy,0.0,0.0,zeros,-17.766863361119118,64,-14.283760683760692,3.483102677358426,0.1184797915829991,0.11849988983696504,0.16756994033812794,0.01,0.28,0.2500463565190633
4,2,0.55,0.45,2,3,energy,0.0005,0.005,zeros,-2.308863870987648,32,-1.744537142857143,0.5643267281305049,0.01694228287998126,inf,inf,0.01,0.04,0.32389633655548095
4,2,0.55,0.45,2,3,energy,0.0005,0.005,zeros,-2.308863870987648,64,-1.7617714285714285,0.5470924424162193,0.016838343133189215,0.01694228287998126,0.023886622797212802,0.01,0.04,0.32389633655548095
4,2,0.6,0.4,2,3,energy,0.001,0.01,zeros,-2.2732079794626934,32,-1.6315885714285714,0.641619408034122,0.01730715215148453,inf,inf,0.01,0.04,0.320541524887085
4,2,0.55,0.45,2,3,energy,0.0001,0.001,zeros,-2.3088638709876514,32,-1.84392,0.46494387098765144,0.016516261914778143,inf,inf,0.01,0.04,0.3234873135884603
4,2,0.6,0.4,2,3,energy,0.001,0.01,zeros,-2.2732079794626934,64,-1.6517028571428571,0.6215051223198362,0.017269109007583505,0.01730715215148453,0.024449123532561186,0.01,0.04,0.320541524887085
4,2,0.55,0.45,2,3,energy,0.0001,0.001,zeros,-2.3088638709876514,64,-1.8313714285714287,0.4774924424162228,0.01656092717225291,0.01656092717225291,0.023420687812473175,0.01,0.04,0.3234873135884603
4,2,0.6,0.4,2,3,energy,0.0008,0.008,zeros,-2.2732079794626894,32,-1.7044571428571431,0.5687508366055463,0.01707451724433901,inf,inf,0.01,0.04,0.3242107351620992
4,2,0.6,0.4,2,3,energy,0.0008,0.008,zeros,-2.2732079794626894,64,-1.6888228571428572,0.5843851223198322,0.01714888006087494,0.01714888006087494,0.024252178761598887,0.01,0.04,0.3242107351620992
4,2,0.55,0.45,2,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.308863870987647,32,-1.6804685714285716,0.6283952995590754,0.017116885275529153,inf,inf,0.01,0.04,0.32189717292785647
4,2,0.55,0.45,2,3,energy,0.0007000000000000001,0.007000000000000001,zeros,-2.308863870987647,64,-1.6966742857142858,0.6121895852733612,0.017069262887465277,0.017116885275529153,0.024173280643243818,0.01,0.04,0.32189717292785647
4,2,0.6,0.4,2,3,energy,0.0004,0.004,zeros,-2.273207979462692,32,-1.7836342857142862,0.48957369374840587,0.01677696202049012,inf,inf,0.01,0.04,0.3150270740191142
4,2,0.6,0.4,2,3,energy,0.0004,0.004,zeros,-2.273207979462692,64,-1.7980800000000003,0.4751279794626917,0.016747216382675758,0.01677696202049012,0.023705183213911914,0.01,0.04,0.3150270740191142
4,2,0.6,0.4,2,3,energy,0.0002,0.002,zeros,-2.273207979462692,32,-1.8568685714285715,0.4163394080341205,0.01654377014755938,inf,inf,0.01,0.04,0.3149986147880554
